txNomeParlamentar;sgPartido;codLegislatura;numAno;vlrDocumento;vlrGlosa;vlrLiquido;nomeEsgPartido
JOSÉ CARLOS ALELUIA;DEM;55;2015;445095.77016;589.5;444506.3;JOSÉ CARLOS ALELUIA (DEM)
Giovani Cherini;PL;56;2020;444820.73;319.69;444501.04;Giovani Cherini (PL)
CIDA BORGHETTI;PROS;54;2014;444835.864544;340.02;444495.83;CIDA BORGHETTI (PROS)
ASSIS DO COUTO;PDT;55;2018;448454.08;3959.8500000000004;444494.23;ASSIS DO COUTO (PDT)
Marcelo Squassoni;PRB;55;2016;445063.62;579.48;444484.14;Marcelo Squassoni (PRB)
JOSÉ LINHARES;PP**;54;2014;444606.07;330.01;444276.06;JOSÉ LINHARES (PP**)
Pastor Eurico;PATRI;55;2016;447106.9;2853.66;444253.24;Pastor Eurico (PATRI)
VICENTE ARRUDA;PROS;54;2013;444330.085381;116.89;444213.14;VICENTE ARRUDA (PROS)
Alexandre Frota;PSDB;56;2021;464630.58999999997;19776.010000000002;444054.36;Alexandre Frota (PSDB)
RAUL LIMA;PP**;54;2013;444011.56;0.0;444011.56;RAUL LIMA (PP**)
Manuel Marcos;REPUBLICANOS;56;2020;449278.15;5275.250000000001;444002.9;Manuel Marcos (REPUBLICANOS)
Célio Moura;PT;56;2019;446862.32;1553.54;443931.02;Célio Moura (PT)
VALDIR COLATTO;MDB;55;2018;447793.96;3745.28;443852.48;VALDIR COLATTO (MDB)
ENIO BACCI;PDT;54;2014;444156.12;411.29;443744.83;ENIO BACCI (PDT)
ROBERTO TEIXEIRA;PP**;54;2013;463116.651;161.36;443715.7;ROBERTO TEIXEIRA (PP**)
Professora Dorinha Seabra Rezende;DEM;54;2014;446483.487;742.78;443680.7;Professora Dorinha Seabra Rezende (DEM)
TONINHO PINHEIRO;PP;55;2018;446889.23;662.89;443674.18;TONINHO PINHEIRO (PP)
Paulo Abi-Ackel;PSDB;55;2017;445579.37;1007.62;443668.08;Paulo Abi-Ackel (PSDB)
ROBERTO SALES;DEM;55;2016;449470.68;1.45;443639.23;ROBERTO SALES (DEM)
ROGÉRIO CARVALHO;PT;54;2014;446245.75427;2547.94;443576.41;ROGÉRIO CARVALHO (PT)
DELEY;PTB;55;2017;443898.67;358.92;443539.75;DELEY (PTB)
Da Vitoria;PP;56;2021;453857.21;6241.74;443515.74;Da Vitoria (PP)
PAULO FEIJÓ;PR;55;2016;443567.79;84.81;443482.98;PAULO FEIJÓ (PR)
Valtenir Pereira;MDB;55;2015;449869.87;6414.05;443455.82;Valtenir Pereira (MDB)
Júlio Delgado;PSB;55;2017;445821.29;2370.6;443450.69;Júlio Delgado (PSB)
LUIZ SÉRGIO;PT;55;2017;475417.23;5249.39;443428.88;LUIZ SÉRGIO (PT)
LUIZ FERNANDO FARIA;PP;55;2016;444482.35000000003;1127.6699999999998;443354.68;LUIZ FERNANDO FARIA (PP)
Shéridan;PSDB;55;2018;447035.33;3685.92;443349.41;Shéridan (PSDB)
VICENTE CANDIDO;PT;54;2014;444223.08;954.92;443268.16;VICENTE CANDIDO (PT)
Fabio Schiochet;UNIÃO;56;2019;446981.72000000003;1613.9300000000003;443213.31;Fabio Schiochet (UNIÃO)
Ted Conti;PSB;56;2021;448363.08;4865.8099999999995;443197.07;Ted Conti (PSB)
Ronaldo Carletto;PP;56;2020;443191.92;0.0;443191.92;Ronaldo Carletto (PP)
Weliton Prado;PROS;55;2017;443248.22;64.0;443184.22;Weliton Prado (PROS)
Leonardo Monteiro;PT;55;2017;445696.2;1891.9499999999998;443180.64;Leonardo Monteiro (PT)
Ricardo Barros;PP;55;2015;443545.4853;413.51;443131.99;Ricardo Barros (PP)
Rui Falcão;PT;56;2021;443606.88;548.61;443058.27;Rui Falcão (PT)
Bilac Pinto;DEM;55;2016;444201.2;1032.7199999999998;442898.1;Bilac Pinto (DEM)
José Nunes;PSD;55;2015;446288.72;3417.62;442871.1;José Nunes (PSD)
Euclydes Pettersen;PSC;56;2020;444927.83;2147.1000000000004;442780.73;Euclydes Pettersen (PSC)
Rubens Bueno;CIDADANIA;56;2019;443577.75;797.52;442780.48;Rubens Bueno (CIDADANIA)
Subtenente Gonzaga;PDT;55;2016;442926.7;186.46;442740.24;Subtenente Gonzaga (PDT)
Lafayette de Andrada;REPUBLICANOS;56;2020;446867.64;260.82;442728.64;Lafayette de Andrada (REPUBLICANOS)
Alencar Santana;PT;56;2020;442794.64;106.41;442688.23;Alencar Santana (PT)
TAKAYAMA;PSC;55;2017;443431.25;674.15;442642.81;TAKAYAMA (PSC)
JOSÉ CARLOS ARAÚJO;PR;55;2015;445108.06;2354.87;442584.23;JOSÉ CARLOS ARAÚJO (PR)
LUIZ COUTO;PT;55;2017;442746.97;167.49;442579.48;LUIZ COUTO (PT)
AROLDE DE OLIVEIRA;PSD;55;2017;447003.58;4431.62;442571.96;AROLDE DE OLIVEIRA (PSD)
DALVA FIGUEIREDO;PT;54;2013;444368.29;1800.72;442567.57;DALVA FIGUEIREDO (PT)
ANTONIO BALHMANN;PROS;54;2013;442614.295;54.26;442560.06;ANTONIO BALHMANN (PROS)
Edio Lopes;PMDB;54;2012;443322.16;807.05;442515.11;Edio Lopes (PMDB)
LOURIVAL MENDES;PTdoB;54;2013;446348.81;199.69;442505.78;LOURIVAL MENDES (PTdoB)
ALEXANDRE VALLE;PR;55;2017;442879.58999999997;386.77;442492.82;ALEXANDRE VALLE (PR)
André Fufuca;PP;56;2021;449155.49;6755.92;442399.57;André Fufuca (PP)
Hermes Parcianello;MDB;55;2017;443291.58;896.89;442394.69;Hermes Parcianello (MDB)
Alceu Moreira;MDB;56;2021;443703.91;1340.16;442363.75;Alceu Moreira (MDB)
Leônidas Cristino;PDT;55;2018;443405.65;1064.8600000000001;442340.79;Leônidas Cristino (PDT)
Carlos Sampaio;PSDB;55;2018;442743.27;409.02;442334.25;Carlos Sampaio (PSDB)
Luiz Nishimori;PR;55;2015;447541.17;4905.63;442325.7;Luiz Nishimori (PR)
FRANCISCO FLORIANO;DEM;55;2017;442674.61;157.03;442317.58;FRANCISCO FLORIANO (DEM)
Rodrigo de Castro;PSDB;55;2018;443254.72;989.9300000000001;442264.79;Rodrigo de Castro (PSDB)
EVANDRO MILHOMEN;PCdoB;54;2013;445570.93757;1261.77;442245.07;EVANDRO MILHOMEN (PCdoB)
Claudio Cajado;PP;55;2016;470133.36;6897.84;442232.85;Claudio Cajado (PP)
WADIH DAMOUS;PT;55;2017;442266.34;103.7;442162.64;WADIH DAMOUS (PT)
Luizianne Lins;PT;56;2020;445231.01;3082.0299999999997;442148.98;Luizianne Lins (PT)
VALADARES FILHO;PSB;54;2014;442776.2186;648.6;442127.63;VALADARES FILHO (PSB)
Bacelar;PODE;55;2015;444400.22535;330.75;442119.73;Bacelar (PODE)
MARCELO BELINATI;PP;55;2016;442229.6;147.96;442081.64;MARCELO BELINATI (PP)
Carlos Sampaio;PSDB;55;2017;442478.04;414.88;442063.16000000003;Carlos Sampaio (PSDB)
MARCELO DELAROLI;PR;55;2017;443708.45;1651.96;442056.49;MARCELO DELAROLI (PR)
Daniel Almeida;PCdoB;54;2014;446183.32;4129.45;442053.87;Daniel Almeida (PCdoB)
Cacá Leão;PP;55;2015;445325.52035;1715.98;442029.07;Cacá Leão (PP)
Pedro Augusto Bezerra;PDT;56;2020;442179.89999999997;157.01;442022.89;Pedro Augusto Bezerra (PDT)
Paulo Freire Costa;PR;55;2016;442019.3;0.0;442019.3;Paulo Freire Costa (PR)
Airton Faleiro;PT;56;2019;442965.62;970.7099999999999;441994.91;Airton Faleiro (PT)
Luiz Nishimori;PR;55;2018;442303.44;431.72;441871.72000000003;Luiz Nishimori (PR)
JOSÉ MENTOR;PT;55;2015;443234.68;1020.95;441837.08;JOSÉ MENTOR (PT)
AKIRA OTSUBO;PMDB;54;2014;446934.30036;43.9;441836.99;AKIRA OTSUBO (PMDB)
Arlindo Chinaglia;PT;56;2021;442066.46;348.91;441717.55;Arlindo Chinaglia (PT)
Claudio Cajado;PP;55;2018;445714.32;2805.73;441672.89;Claudio Cajado (PP)
DANIEL VILELA;MDB;55;2017;442398.37;751.02;441647.35;DANIEL VILELA (MDB)
Eduardo Cury;PSDB;55;2017;441628.69;94.68;441534.01;Eduardo Cury (PSDB)
Roberto Alves;REPUBLICANOS;56;2020;441640.6;153.8;441486.8;Roberto Alves (REPUBLICANOS)
Paulo Teixeira;PT;56;2021;443018.99;1561.58;441457.41;Paulo Teixeira (PT)
Miguel Lombardi;PR;55;2017;441586.53;177.46;441409.07;Miguel Lombardi (PR)
FRANKLIN;PP;55;2017;444682.65;1260.8700000000001;441344.01;FRANKLIN (PP)
JOSÉ MENTOR;PT;55;2018;443121.71;706.06;441307.65;JOSÉ MENTOR (PT)
Wilson Santiago;REPUBLICANOS;56;2019;453483.66;4179.14;441304.52;Wilson Santiago (REPUBLICANOS)
Da Vitoria;PP;56;2020;455530.5;8636.4;441294.1;Da Vitoria (PP)
André Figueiredo;PDT;54;2013;442617.39;1202.42;441276.42;André Figueiredo (PDT)
Pompeo de Mattos;PDT;55;2015;445961.23;4688.86;441272.37;Pompeo de Mattos (PDT)
Lucas Vergilio;SOLIDARIEDADE;55;2017;441380.86;121.0;441259.86;Lucas Vergilio (SOLIDARIEDADE)
Damião Feliciano;PDT;55;2016;442465.77;1212.29;441253.48;Damião Feliciano (PDT)
Jhc;PSB;55;2018;457135.43;14500.0;441241.49;Jhc (PSB)
CELSO PANSERA;PT;55;2018;441755.46;580.15;441175.31;CELSO PANSERA (PT)
Coronel Tadeu;PL;56;2021;443218.37;2064.13;441154.24;Coronel Tadeu (PL)
JOZI ARAÚJO;PODE;55;2015;443671.47;2554.27;441117.2;JOZI ARAÚJO (PODE)
JOSÉ OTÁVIO GERMANO;PP;55;2015;442169.51;468.78;441110.29;JOSÉ OTÁVIO GERMANO (PP)
Lauriete;PSC;56;2020;443396.86;2344.65;441052.21;Lauriete (PSC)
Cezinha de Madureira;PSD;56;2020;441635.02;556.34;441042.18;Cezinha de Madureira (PSD)
BRUNO ARAÚJO;PSDB;54;2013;446746.3056;5766.35;440979.08;BRUNO ARAÚJO (PSDB)
EDINHO BEZ;PMDB;54;2014;444920.26;3941.88;440978.38;EDINHO BEZ (PMDB)
MANUELA D'ÁVILA;PCdoB;54;2013;446255.7;5321.54;440934.16;MANUELA D'ÁVILA (PCdoB)
VALMIR PRASCIDELLI;PT;55;2016;443306.82;1018.11;440863.71;VALMIR PRASCIDELLI (PT)
Fábio Ramalho;MDB;55;2018;442391.59;1532.7200000000003;440858.87;Fábio Ramalho (MDB)
Nilto Tatto;PT;55;2017;441198.75;341.59;440857.16;Nilto Tatto (PT)
Stefano Aguiar;PSD;55;2017;441699.71;804.95;440839.07;Stefano Aguiar (PSD)
Misael Varella;PSD;56;2020;441698.66;434.0;440834.1;Misael Varella (PSD)
Ronaldo Carletto;PP;55;2015;440882.0789;116.0;440766.1;Ronaldo Carletto (PP)
ADEMIR CAMILO;MDB;55;2017;450962.65;8931.51;440748.15;ADEMIR CAMILO (MDB)
Osmar Serraglio;PP;55;2018;450995.04;10253.17;440741.87;Osmar Serraglio (PP)
GORETE PEREIRA;PR;54;2013;445887.49;5193.4400000000005;440694.05;GORETE PEREIRA (PR)
TAKAYAMA;PSC;54;2014;441436.92;664.05;440683.38;TAKAYAMA (PSC)
Vitor Lippi;PSDB;55;2016;440848.17;235.75;440612.42;Vitor Lippi (PSDB)
Ronaldo Carletto;PP;56;2019;451563.91;20.58;440598.26;Ronaldo Carletto (PP)
CARLOS MELLES;DEM;55;2018;442414.62;1836.43;440578.19;CARLOS MELLES (DEM)
ANA PERUGINI;PT;55;2018;441832.58999999997;1354.72;440477.87;ANA PERUGINI (PT)
Professora Marcivania;PCdoB;56;2020;440446.07;0.0;440446.07;Professora Marcivania (PCdoB)
DÉCIO LIMA;PT;54;2014;442287.25;1497.76;440436.54;DÉCIO LIMA (PT)
ARTHUR VIRGÍLIO BISNETO;PSDB;55;2015;442264.81;1851.58;440413.23;ARTHUR VIRGÍLIO BISNETO (PSDB)
Diego Andrade;PSD;55;2016;441292.97000000003;890.09;440402.88;Diego Andrade (PSD)
Arnaldo Jardim;CIDADANIA;56;2021;440906.13;518.0;440388.13;Arnaldo Jardim (CIDADANIA)
Paulo Azi;DEM;55;2015;444772.3;79.03999999999999;440387.53;Paulo Azi (DEM)
ANTONIO IMBASSAHY;PSDB;55;2015;441273.725;879.25;440387.18;ANTONIO IMBASSAHY (PSDB)
Osires Damaso;PSC;56;2020;440441.59;62.69;440378.9;Osires Damaso (PSC)
FRANCISCO FLORIANO;DEM;55;2016;441856.75;225.55;440264.93;FRANCISCO FLORIANO (DEM)
FABIO GARCIA;DEM;55;2016;459796.37;891.48;440223.76;FABIO GARCIA (DEM)
CARLOS MELLES;DEM;55;2016;442683.13;2504.92;440117.71;CARLOS MELLES (DEM)
João Daniel;PT;55;2015;441040.52;930.89;440109.63;João Daniel (PT)
MANDETTA;DEM;54;2014;442182.24;2089.67;440092.57;MANDETTA (DEM)
Vander Loubet;PT;54;2013;442173.2961;1952.2;440062.42;Vander Loubet (PT)
Afonso Motta;PDT;55;2015;442261.29;2126.46;440021.03;Afonso Motta (PDT)
CAIO NARCIO;PSDB;55;2017;441014.44;1091.66;439922.78;CAIO NARCIO (PSDB)
Severino Pessoa;MDB;56;2020;453169.1;7347.84;439826.9;Severino Pessoa (MDB)
Adolfo Viana;PSDB;56;2021;439778.59;6.49;439772.1;Adolfo Viana (PSDB)
Iracema Portella;PP;55;2015;439791.0;43.57;439747.43;Iracema Portella (PP)
Padre João;PT;56;2020;440050.64;377.12;439673.52;Padre João (PT)
Weliton Prado;PROS;55;2016;440721.81;204.54999999999998;439451.82;Weliton Prado (PROS)
RENATO ANDRADE;PP;55;2017;440627.94;755.58;439372.36;RENATO ANDRADE (PP)
Margarida Salomão;PT;56;2019;442208.15;758.87;439305.63;Margarida Salomão (PT)
LAUDIVIO CARVALHO;PODE;55;2016;443906.43;501.09000000000003;439238.99;LAUDIVIO CARVALHO (PODE)
Maurício Dziedricki;PODE;56;2019;438989.16;772.52;439185.2;Maurício Dziedricki (PODE)
EDINHO BEZ;MDB;55;2016;445489.58;3183.59;439156.76;EDINHO BEZ (MDB)
Isnaldo Bulhões Jr.;MDB;56;2020;440633.18;1508.78;439124.4;Isnaldo Bulhões Jr. (MDB)
DEJORGE PATRÍCIO;PRB;55;2017;439405.3;283.22;439122.08;DEJORGE PATRÍCIO (PRB)
Arthur Oliveira Maia;DEM;55;2015;447625.46;8315.699999999999;439045.32;Arthur Oliveira Maia (DEM)
MARCOS ROTTA;MDB;55;2015;441585.88;2724.85;438861.03;MARCOS ROTTA (MDB)
Vinicius Carvalho;PRB;55;2017;442035.07;3186.08;438848.99;Vinicius Carvalho (PRB)
JOÃO PIZZOLATTI;PP**;54;2013;439575.0649;600.41;438846.3;JOÃO PIZZOLATTI (PP**)
SEBASTIÃO BALA ROCHA;SDD;54;2013;439335.1437;0.1;438839.54;SEBASTIÃO BALA ROCHA (SDD)
NILTON CAPIXABA;PTB;54;2013;439739.81;664.0;438803.81;NILTON CAPIXABA (PTB)
Luis Tibé;AVANTE;55;2016;440424.29;1645.45;438778.84;Luis Tibé (AVANTE)
Domingos Sávio;PSDB;55;2016;443298.96;3303.43;438759.49;Domingos Sávio (PSDB)
Misael Varella;PSD;55;2018;439766.56;453.8;438686.94;Misael Varella (PSD)
NELSON PADOVANI;PSC;54;2014;442571.4267;3893.12;438678.31;NELSON PADOVANI (PSC)
Valtenir Pereira;PROS;54;2014;441765.54;3117.07;438648.47000000003;Valtenir Pereira (PROS)
Alessandro Molon;PSB;56;2019;439941.42;1323.96;438617.46;Alessandro Molon (PSB)
Sergio Vidigal;PDT;55;2018;439394.15;785.64;438608.51;Sergio Vidigal (PDT)
Flávia Morais;PDT;55;2017;439696.82;605.87;438590.98;Flávia Morais (PDT)
ESPERIDIÃO AMIN;PP;55;2016;443098.51;2193.79;438539.82;ESPERIDIÃO AMIN (PP)
Padre João;PT;55;2017;441646.6;2268.58;438532.86;Padre João (PT)
ALEXANDRE VALLE;PR;55;2016;439823.81;934.34;438399.7;ALEXANDRE VALLE (PR)
José Nunes;PSD;56;2019;440888.16;2325.7000000000003;438387.15;José Nunes (PSD)
Wolney Queiroz;PDT;55;2016;441290.7;2909.11;438381.59;Wolney Queiroz (PDT)
ALMEIDA LIMA;PMDB;54;2014;441000.903381;2653.63;438347.27;ALMEIDA LIMA (PMDB)
LUCIANA SANTOS;PCdoB;54;2013;442996.266201;4564.41;438346.76;LUCIANA SANTOS (PCdoB)
Laura Carneiro;DEM;55;2018;458574.3;998.73;438245.37;Laura Carneiro (DEM)
JOÃO LYRA;PSD;54;2013;438524.8217;288.94;438235.91;JOÃO LYRA (PSD)
Eli Corrêa Filho;DEM;55;2015;440518.52999999997;1073.82;438230.49;Eli Corrêa Filho (DEM)
Carlos Henrique Gaguim;DEM;55;2015;458597.66;2333.05;438214.63;Carlos Henrique Gaguim (DEM)
Miguel Lombardi;PR;55;2016;438937.96;759.1800000000001;438178.78;Miguel Lombardi (PR)
Zé Silva;SOLIDARIEDADE;55;2017;438627.0;427.45;438169.51;Zé Silva (SOLIDARIEDADE)
Magda Mofatto;PR;55;2017;452903.85;12808.56;438081.39;Magda Mofatto (PR)
JOÃO ARRUDA;MDB;55;2015;438605.5879;637.72;437967.9;JOÃO ARRUDA (MDB)
Nilto Tatto;PT;56;2021;438625.23;671.33;437953.9;Nilto Tatto (PT)
Evair Vieira de Melo;PP;56;2021;442712.74;2092.7799999999997;437927.85;Evair Vieira de Melo (PP)
CAIO NARCIO;PSDB;55;2016;439135.75;537.46;437895.21;CAIO NARCIO (PSDB)
Átila Lins;PSD;54;2013;455081.4317;2186.27;437895.12;Átila Lins (PSD)
José Airton Félix Cirilo;PT;54;2013;451390.65;1560.5800000000002;437830.07;José Airton Félix Cirilo (PT)
Márcio Marinho;PRB;54;2014;438226.29;439.68;437786.61;Márcio Marinho (PRB)
Pedro Vilela;PSDB;55;2016;437739.95;0.0;437739.95;Pedro Vilela (PSDB)
Fábio Ramalho;MDB;55;2017;443097.9;4967.040000000001;437707.34;Fábio Ramalho (MDB)
Marx Beltrão;PSD;55;2015;437992.64;307.69;437684.95;Marx Beltrão (PSD)
Geovania de Sá;PSDB;56;2019;438284.99;632.44;437652.55;Geovania de Sá (PSDB)
TONINHO PINHEIRO;PP;55;2017;437726.58;0.0;437600.63;TONINHO PINHEIRO (PP)
Uldurico Junior;MDB;56;2019;437592.57;0.0;437592.57;Uldurico Junior (MDB)
Misael Varella;PSD;55;2017;439226.17;958.01;437576.13;Misael Varella (PSD)
Pr. Marco Feliciano;PODE;55;2016;440671.58;3106.77;437564.81;Pr. Marco Feliciano (PODE)
LUCIANO CASTRO;PR;54;2012;453316.11;15841.55;437474.56;LUCIANO CASTRO (PR)
Igor Kannário;UNIÃO;56;2021;438319.18;851.09;437468.09;Igor Kannário (UNIÃO)
DUDIMAR PAXIUBA;PROS;54;2014;437639.29;187.67;437451.62;DUDIMAR PAXIUBA (PROS)
Ivan Valente;PSOL;56;2019;438840.17;1068.93;437449.96;Ivan Valente (PSOL)
NELSON MEURER;PP;55;2015;443639.88;212.01000000000002;437427.91;NELSON MEURER (PP)
Leonardo Gadelha;PSC;54;2013;447371.43;370.16;437356.37;Leonardo Gadelha (PSC)
ZÉ GERALDO;PT;54;2013;443976.016188;5287.72;437313.51;ZÉ GERALDO (PT)
PADRE TON;PT;54;2013;439684.32;1488.98;437312.77;PADRE TON (PT)
Dagoberto Nogueira;PDT;55;2015;449189.54;4147.5599999999995;437276.41000000003;Dagoberto Nogueira (PDT)
MARCOS ROGÉRIO;PDT;54;2013;441660.44997;3528.41;437251.38;MARCOS ROGÉRIO (PDT)
Patrus Ananias;PT;55;2017;438416.87;1213.36;437203.51;Patrus Ananias (PT)
João Campos;PRB;55;2017;441541.79;4357.4800000000005;437184.31;João Campos (PRB)
Pedro Vilela;PSDB;55;2015;437116.15;0.0;437116.15;Pedro Vilela (PSDB)
EDUARDO CUNHA;PMDB;54;2013;449709.242;12309.76;437092.28;EDUARDO CUNHA (PMDB)
Assis Carvalho;PT;55;2017;451949.58;14861.220000000001;437088.36;Assis Carvalho (PT)
CLÁUDIO PUTY;PT;54;2013;444088.123069;123.77;437041.79;CLÁUDIO PUTY (PT)
Isnaldo Bulhões Jr.;MDB;56;2021;440879.15;3837.3999999999996;437041.75;Isnaldo Bulhões Jr. (MDB)
Alceu Moreira;PMDB;54;2014;446516.62;9520.98;436995.64;Alceu Moreira (PMDB)
Henrique Fontana;PT;54;2013;440443.83;3598.28;436845.55;Henrique Fontana (PT)
Raimundo Costa;PODE;56;2019;437047.72000000003;236.31;436811.41;Raimundo Costa (PODE)
Chiquinho Brazão;UNIÃO;56;2020;436802.67;45.0;436757.67;Chiquinho Brazão (UNIÃO)
TAUMATURGO LIMA;PT;54;2013;436749.60204;0.0;436749.54;TAUMATURGO LIMA (PT)
Eros Biondini;PROS;55;2016;439172.4;2525.48;436646.92;Eros Biondini (PROS)
Waldenor Pereira;PT;55;2015;444729.15499999997;7827.55;436644.1;Waldenor Pereira (PT)
Tereza Cristina;DEM;55;2015;439422.5668;1158.3;436643.93;Tereza Cristina (DEM)
Waldenor Pereira;PT;56;2019;438426.4;1794.21;436632.19;Waldenor Pereira (PT)
Osires Damaso;PSC;56;2019;436897.27999999997;266.53;436630.75;Osires Damaso (PSC)
GABRIEL GUIMARÃES;PT;55;2017;436912.58;147.85;436594.49;GABRIEL GUIMARÃES (PT)
Renata Abreu;PODE;56;2021;437208.89;682.9;436525.99;Renata Abreu (PODE)
Aníbal Gomes;UNIÃO;56;2021;440189.77;2195.06;436506.98;Aníbal Gomes (UNIÃO)
Euclydes Pettersen;PSC;56;2021;438520.51;2062.44;436458.07;Euclydes Pettersen (PSC)
BRUNNY;PR;55;2017;437797.13;1222.43;436442.09;BRUNNY (PR)
JONY MARCOS;PRB;55;2015;460552.91;570.69;436422.62;JONY MARCOS (PRB)
Alexandre Serfiotis;PSD;56;2019;441703.17;342.45;436410.32;Alexandre Serfiotis (PSD)
Marcio Alvino;PR;55;2016;437707.82;757.57;436318.05;Marcio Alvino (PR)
MANOEL JUNIOR;PMDB;54;2013;438585.75;2293.64;436292.11;MANOEL JUNIOR (PMDB)
Paulão;PT;55;2015;438967.08;2230.73;436222.04;Paulão (PT)
Mauro Lopes;MDB;55;2018;447708.18;11491.1;436217.08;Mauro Lopes (MDB)
ANGELO VANHONI;PT;54;2014;442588.6588;5590.79;436211.89;ANGELO VANHONI (PT)
EZEQUIEL TEIXEIRA;PODE;55;2017;436249.68;85.82;436163.86;EZEQUIEL TEIXEIRA (PODE)
Professora Rosa Neide;PT;56;2019;438483.57;1914.65;436098.84;Professora Rosa Neide (PT)
RENATO ANDRADE;PP;55;2018;439046.05;2947.87;436098.18;RENATO ANDRADE (PP)
Newton Cardoso Jr;MDB;55;2017;437171.91;1077.8300000000002;436094.08;Newton Cardoso Jr (MDB)
PASTOR LUCIANO BRAGA;PRB;55;2017;441082.17;684.0;436050.11;PASTOR LUCIANO BRAGA (PRB)
Loester Trutis;PL;56;2019;439090.97;3057.2200000000003;436033.75;Loester Trutis (PL)
Valmir Assunção;PT;54;2014;436214.8988;190.2;436024.71;Valmir Assunção (PT)
Gutemberg Reis;MDB;56;2021;436548.15;536.0600000000001;436012.09;Gutemberg Reis (MDB)
ARTHUR VIRGÍLIO BISNETO;PSDB;55;2016;437620.85;1630.38;435990.47;ARTHUR VIRGÍLIO BISNETO (PSDB)
Padre João;PT;55;2018;439197.93;1312.3600000000001;435978.73;Padre João (PT)
Elmar Nascimento;DEM;55;2015;439503.23;0.0;435976.02999999997;Elmar Nascimento (DEM)
Vinicius Farah;UNIÃO;56;2020;435986.35;21.71;435964.64;Vinicius Farah (UNIÃO)
Ricardo Silva;PSD;56;2021;437216.17;1286.05;435930.12;Ricardo Silva (PSD)
Ivan Valente;PSOL;55;2017;437419.66;1496.3;435923.36;Ivan Valente (PSOL)
GEORGE HILTON;PSC;55;2018;438841.33;3126.74;435714.58999999997;GEORGE HILTON (PSC)
Carla Zambelli;PL;56;2021;435858.2;145.0;435713.2;Carla Zambelli (PL)
Alessandro Molon;PSB;55;2017;436978.37;1269.3;435709.07;Alessandro Molon (PSB)
Gilberto Abramo;REPUBLICANOS;56;2021;436039.21;416.36;435622.85;Gilberto Abramo (REPUBLICANOS)
Emanuel Pinheiro Neto;MDB;56;2021;439114.16;3623.19;435490.97;Emanuel Pinheiro Neto (MDB)
Leonardo Monteiro;PT;56;2021;435859.22;69.44;435439.39;Leonardo Monteiro (PT)
PAUDERNEY AVELINO;DEM;55;2015;435499.86;94.93;435404.93;PAUDERNEY AVELINO (DEM)
Newton Cardoso Jr;MDB;56;2021;435795.73;402.40000000000003;435393.33;Newton Cardoso Jr (MDB)
Carlos Bezerra;MDB;55;2015;436583.05;1297.6100000000001;435285.44;Carlos Bezerra (MDB)
ADELMO CARNEIRO LEÃO;PT;55;2017;437325.42;1437.77;435252.07;ADELMO CARNEIRO LEÃO (PT)
Alex Manente;CIDADANIA;56;2021;437443.67;1908.73;435179.84;Alex Manente (CIDADANIA)
LUCIO VIEIRA LIMA;MDB;55;2015;448097.5;12952.31;435145.22;LUCIO VIEIRA LIMA (MDB)
Ricardo Izar;PP;55;2015;435724.18;621.56;435102.62;Ricardo Izar (PP)
Marcelo Álvaro Antônio;PSL;55;2017;438150.59;2389.1200000000003;435063.36;Marcelo Álvaro Antônio (PSL)
Reginaldo Lopes;PT;55;2017;437494.98;2482.0099999999998;435012.97000000003;Reginaldo Lopes (PT)
João Carlos Bacelar;PR;55;2018;450290.65;14828.599999999999;434969.15;João Carlos Bacelar (PR)
Márcio Labre;PL;56;2020;434892.65;0.0;434892.65;Márcio Labre (PL)
LELO COIMBRA;MDB;55;2018;436009.01;1124.87;434884.14;LELO COIMBRA (MDB)
Diego Andrade;PSD;55;2015;435672.57;819.6700000000001;434816.65;Diego Andrade (PSD)
Misael Varella;PSD;55;2016;435677.66;861.22;434816.44;Misael Varella (PSD)
Leonardo Monteiro;PT;55;2018;442670.95;7394.19;434779.64;Leonardo Monteiro (PT)
LAUDIVIO CARVALHO;PODE;55;2018;439660.19;4883.83;434776.36;LAUDIVIO CARVALHO (PODE)
Professora Dorinha Seabra Rezende;DEM;55;2015;437699.2;1585.44;434732.74;Professora Dorinha Seabra Rezende (DEM)
LEONARDO QUINTÃO;MDB;55;2018;436068.58;1365.53;434703.05;LEONARDO QUINTÃO (MDB)
Celso Maldaner;MDB;55;2018;439261.34;4584.0199999999995;434677.32;Celso Maldaner (MDB)
Pompeo de Mattos;PDT;56;2020;437205.69;2551.3;434654.39;Pompeo de Mattos (PDT)
Clarissa Garotinho;PROS;55;2015;435006.1471;394.44;434611.74;Clarissa Garotinho (PROS)
Aureo Ribeiro;SOLIDARIEDADE;55;2018;436566.28;0.0;434586.78;Aureo Ribeiro (SOLIDARIEDADE)
Márcio Marinho;PRB;55;2015;435226.52999999997;302.6;434495.76;Márcio Marinho (PRB)
Bruna Furlan;PSDB;55;2015;438450.26;3988.6;434461.66;Bruna Furlan (PSDB)
MARINHA RAUPP;PMDB;54;2013;434831.33;373.18;434458.15;MARINHA RAUPP (PMDB)
MAURÍCIO QUINTELLA LESSA;PR;55;2015;434524.0;151.83;434372.17;MAURÍCIO QUINTELLA LESSA (PR)
LÁZARO BOTELHO;PP;55;2015;443208.32;1447.43;434260.93;LÁZARO BOTELHO (PP)
MÁRIO FEITOZA;PMDB;54;2013;434738.018;497.46999999999997;434240.58;MÁRIO FEITOZA (PMDB)
