txNomeParlamentar;sgPartido;codLegislatura;numAno;vlrDocumento;vlrGlosa;vlrLiquido;nomeEsgPartido
MANUELA D'ÁVILA;PCdoB;53;2009;231631.18;787.1999999999999;233085.46;MANUELA D'ÁVILA (PCdoB)
AUGUSTO CARVALHO;SDD;54;2011;233450.27;512.48;232937.79;AUGUSTO CARVALHO (SDD)
Áurea Carolina;PSOL;56;2021;233007.55;155.67;232851.88;Áurea Carolina (PSOL)
JAIR BOLSONARO;PSL;55;2017;233012.83;259.31;232753.52;JAIR BOLSONARO (PSL)
Lauriete;PSC;54;2012;233396.45;788.31;232608.14;Lauriete (PSC)
BETINHO ROSADO;DEM;53;2009;232943.5;1033.08;232560.04;BETINHO ROSADO (DEM)
Pompeo de Mattos;PDT;53;2009;235738.02;4553.55;232433.51;Pompeo de Mattos (PDT)
PAULO RATTES;PMDB;53;2009;232276.82;238.56;232226.88;PAULO RATTES (PMDB)
Otavio Leite;PSDB;53;2009;235272.39;5709.46;232196.67;Otavio Leite (PSDB)
ABELARDO CAMARINHA;PSB;53;2009;232462.55;272.64;232192.91;ABELARDO CAMARINHA (PSB)
Eli Corrêa Filho;DEM;54;2014;232225.57;59.78;232162.53;Eli Corrêa Filho (DEM)
Pedro Westphalen;PP;56;2022;232387.59;237.82;232149.77;Pedro Westphalen (PP)
CHICO LOPES;PCdoB;53;2009;225769.69;426.64;232147.43;CHICO LOPES (PCdoB)
ARACELY DE PAULA;PR;53;2009;228211.16;713.39;232136.81;ARACELY DE PAULA (PR)
IRINY LOPES;PT;53;2009;243488.05;12007.82;232117.69;IRINY LOPES (PT)
RONALDO FONSECA;PROS;54;2011;232508.99;562.6800000000001;231946.31;RONALDO FONSECA (PROS)
EDSON DUARTE;PV;53;2009;229793.57;376.69;231895.6;EDSON DUARTE (PV)
Alessandro Molon;PT;54;2011;236725.44;5004.4800000000005;231720.96;Alessandro Molon (PT)
JOSÉ SANTANA VASCONCELLOS;PR;53;2009;246121.02;17912.399999999998;231526.5;JOSÉ SANTANA VASCONCELLOS (PR)
JAIRO ATAÍDE;DEM;53;2009;235012.08000000002;12158.57;231516.87;JAIRO ATAÍDE (DEM)
João Campos;PSDB;53;2009;236647.77;5614.14;231497.67;João Campos (PSDB)
Loester Trutis;PL;56;2022;231782.13999999998;12.879999999999999;231477.63;Loester Trutis (PL)
Bosco Saraiva;SOLIDARIEDADE;56;2022;231976.54;559.7;231416.84;Bosco Saraiva (SOLIDARIEDADE)
DR. UBIALI;PSB;53;2009;231074.87;2056.93;231242.84;DR. UBIALI (PSB)
Sanderson;PL;56;2020;231652.8;423.41;231229.39;Sanderson (PL)
LUIZ CARLOS SETIM;DEM;53;2009;235431.67;4796.74;231109.55;LUIZ CARLOS SETIM (DEM)
GABRIEL GUIMARÃES;PT;55;2018;231433.88999999998;336.78;231097.11;GABRIEL GUIMARÃES (PT)
Professora Marcivania;PCdoB;56;2022;232197.26;1187.08;231010.18;Professora Marcivania (PCdoB)
Mara Rocha;MDB;56;2022;235012.6;1545.3899999999999;230966.42;Mara Rocha (MDB)
Arlindo Chinaglia;PT;53;2009;231594.76;966.72;230926.66;Arlindo Chinaglia (PT)
Ricardo Guidi;PSD;56;2019;235268.48;2124.8;230877.31;Ricardo Guidi (PSD)
Gilberto Nascimento;PSC;56;2022;235742.33;4903.12;230839.21;Gilberto Nascimento (PSC)
Giovani Cherini;PL;56;2022;231458.83;831.04;230627.79;Giovani Cherini (PL)
JONAS DONIZETTE;PSB;54;2011;233935.55;3335.48;230600.07;JONAS DONIZETTE (PSB)
BISPO GÊ TENUTA;DEM;53;2009;228461.74;4671.679999999999;230535.3;BISPO GÊ TENUTA (DEM)
RUI PALMEIRA;PSDB;54;2012;239238.72;8501.91;230485.46;RUI PALMEIRA (PSDB)
RONALDO FONSECA;PROS;54;2014;237445.63;6819.530000000001;230485.04;RONALDO FONSECA (PROS)
João Maia;PL;56;2022;230463.09;0.0;230463.09;João Maia (PL)
Rodrigo de Castro;PSDB;53;2009;221905.43;1349.62;230342.21;Rodrigo de Castro (PSDB)
ZEQUINHA MARINHO;PSC;53;2009;242252.26;14027.58;230150.13999999998;ZEQUINHA MARINHO (PSC)
Moses Rodrigues;UNIÃO;56;2022;230078.87;0.0;230078.87;Moses Rodrigues (UNIÃO)
INDIO DA COSTA;DEM;53;2010;233123.58;3056.33;230067.25;INDIO DA COSTA (DEM)
LÁZARO BOTELHO;PP**;53;2009;247054.83;17087.89;229966.94;LÁZARO BOTELHO (PP**)
BONIFÁCIO DE ANDRADA;PSDB;54;2012;233322.07;3369.61;229952.46;BONIFÁCIO DE ANDRADA (PSDB)
ZENALDO COUTINHO;PSDB;53;2010;230358.12;421.96;229936.16;ZENALDO COUTINHO (PSDB)
Helio Lopes;PL;56;2021;231180.7;1497.5800000000002;229683.12;Helio Lopes (PL)
Valtenir Pereira;PSB;53;2009;231984.45;2661.03;229662.04;Valtenir Pereira (PSB)
André de Paula;PSD;54;2014;233288.23;3651.9300000000003;229636.3;André de Paula (PSD)
Hugo Motta;REPUBLICANOS;56;2022;231348.64;1775.32;229573.32;Hugo Motta (REPUBLICANOS)
Gleisi Hoffmann;PT;56;2022;229899.06;372.11;229526.95;Gleisi Hoffmann (PT)
Nereu Crispim;PSD;56;2022;231427.3;2005.84;229421.46;Nereu Crispim (PSD)
Greyce Elias;AVANTE;56;2021;232903.8;3494.4100000000003;229409.39;Greyce Elias (AVANTE)
TATICO;PTB;53;2009;258660.62;29309.829999999998;229350.79;TATICO (PTB)
LEANDRO VILELA;PMDB;53;2009;233052.06;3818.65;229233.41;LEANDRO VILELA (PMDB)
WILSON BRAGA;PMDB;53;2009;235115.82;6960.87;229231.03;WILSON BRAGA (PMDB)
HENRIQUE EDUARDO ALVES;PMDB;53;2009;225071.55;912.61;229204.41999999998;HENRIQUE EDUARDO ALVES (PMDB)
BETO ALBUQUERQUE;PSB;53;2010;231069.35;1873.8999999999999;229195.45;BETO ALBUQUERQUE (PSB)
Carlos Bezerra;PMDB;54;2012;229699.76;587.4300000000001;229112.33;Carlos Bezerra (PMDB)
EDGAR MOURY;PMDB;53;2009;232882.83;4927.76;228966.93;EDGAR MOURY (PMDB)
Erika Kokay;PT;54;2013;228950.63;0.0;228950.63;Erika Kokay (PT)
Júlio Cesar;DEM;53;2009;230320.25;3060.29;228762.82;Júlio Cesar (DEM)
CARLOS ALBERTO CANUTO;PSC;53;2009;234096.1;5342.49;228753.61;CARLOS ALBERTO CANUTO (PSC)
ZEZÉU RIBEIRO;PT;53;2009;229404.46;3728.96;228703.61000000002;ZEZÉU RIBEIRO (PT)
RATINHO JUNIOR;PSC;53;2009;227582.23;1621.65;228697.72;RATINHO JUNIOR (PSC)
ARIOSTO HOLANDA;PSB;53;2009;228798.79;1528.74;228685.91;ARIOSTO HOLANDA (PSB)
JERONIMO REIS;DEM;53;2009;224823.09;1969.33;228512.16;JERONIMO REIS (DEM)
DEVANIR RIBEIRO;PT;53;2009;229689.25;1228.5;228460.75;DEVANIR RIBEIRO (PT)
Jorge Braz;REPUBLICANOS;56;2020;228719.92;314.81;228440.11;Jorge Braz (REPUBLICANOS)
Átila Lira;PSB;53;2009;228110.65;1167.2;228430.31;Átila Lira (PSB)
Leonardo Monteiro;PT;53;2009;226396.6;2029.68;228322.58000000002;Leonardo Monteiro (PT)
NATAN DONADON;PMDB;53;2009;227522.04;868.77;228287.52;NATAN DONADON (PMDB)
DR. NECHAR;PP**;53;2009;236385.84;9070.71;228247.95;DR. NECHAR (PP**)
Alice Portugal;PCdoB;53;2009;224350.1;864.46;228229.16;Alice Portugal (PCdoB)
SOLANGE ALMEIDA;PMDB;54;2011;229428.2;1294.68;228133.52;SOLANGE ALMEIDA (PMDB)
Genecias Noronha;SOLIDARIEDADE;55;2018;234586.27;6489.98;228096.29;Genecias Noronha (SOLIDARIEDADE)
Eli Borges;PL;56;2019;229362.04;1401.9199999999998;227960.12;Eli Borges (PL)
LINDOMAR GARÇON;PV;53;2009;226219.42;366.37;227944.71;LINDOMAR GARÇON (PV)
Delegado Éder Mauro;PL;56;2022;227709.1;0.0;227709.1;Delegado Éder Mauro (PL)
JÔ MORAES;PCdoB;53;2009;223786.7;2119.97;227705.27;JÔ MORAES (PCdoB)
WILLIAM WOO;PP;55;2015;227687.87;188.27;227492.5;WILLIAM WOO (PP)
Márcio Marinho;PRB;53;2009;227202.19;2118.76;227456.33;Márcio Marinho (PRB)
CARLINHOS ALMEIDA;PT;54;2012;230540.86;3164.52;227376.34;CARLINHOS ALMEIDA (PT)
Gil Cutrim;REPUBLICANOS;56;2022;227337.64;0.0;227337.64;Gil Cutrim (REPUBLICANOS)
Chris Tonietto;PL;56;2019;227404.98;99.44;227305.54;Chris Tonietto (PL)
Camilo Capiberibe;PSB;56;2022;227253.25;28.009999999999998;227225.24;Camilo Capiberibe (PSB)
PAULO ROBERTO PEREIRA;PTB;53;2009;214707.2;2088.39;226911.93;PAULO ROBERTO PEREIRA (PTB)
RONALDO CAIADO;DEM;53;2009;222651.51;328.5;226873.95;RONALDO CAIADO (DEM)
Shéridan;PSDB;56;2022;226803.92;74.36;226729.56;Shéridan (PSDB)
Rodrigo Coelho;PODE;56;2019;226922.38;0.0;226700.94;Rodrigo Coelho (PODE)
ELIENE LIMA;PP**;53;2009;226012.51;1.42;226678.55;ELIENE LIMA (PP**)
Talíria Petrone;PSOL;56;2020;231070.07;4459.23;226610.84;Talíria Petrone (PSOL)
CESAR SOUZA;PSD;55;2015;226606.27;30.1;226576.17;CESAR SOUZA (PSD)
SUELI VIDIGAL;PDT;54;2012;226830.13;513.11;226317.02;SUELI VIDIGAL (PDT)
Átila Lins;PSD;56;2022;226697.87;515.8199999999999;226182.05;Átila Lins (PSD)
Juscelino Filho;UNIÃO;56;2022;231635.8;5493.72;226142.08;Juscelino Filho (UNIÃO)
MAURÍCIO QUINTELLA LESSA;PR;53;2009;236034.76;11671.12;226029.5;MAURÍCIO QUINTELLA LESSA (PR)
ZONTA;PP**;53;2009;225186.43;701.38;225843.25;ZONTA (PP**)
Capitão Fábio Abreu;PSD;56;2022;225923.16;43.0;225760.99;Capitão Fábio Abreu (PSD)
LUIZ PITIMAN;PSDB;54;2014;225803.82;72.38;225731.44;LUIZ PITIMAN (PSDB)
JURANDIL JUAREZ;PMDB;53;2009;229687.94;4015.0;225672.94;JURANDIL JUAREZ (PMDB)
IRMÃO LAZARO;PSC;55;2016;225757.85;0.0;225538.09;IRMÃO LAZARO (PSC)
Vinicius Carvalho;PTdoB;53;2009;226263.91;1192.62;225522.33;Vinicius Carvalho (PTdoB)
ROCHA LOURES;PMDB;53;2009;227052.62;6777.5;225503.36;ROCHA LOURES (PMDB)
MÁRIO DE OLIVEIRA;PSC;53;2009;228119.57;6442.110000000001;225445.42;MÁRIO DE OLIVEIRA (PSC)
VITOR PAULO;PRB;55;2018;225422.16;0.0;225422.16;VITOR PAULO (PRB)
CIDA DIOGO;PT;53;2009;227334.11;2484.84;225242.31;CIDA DIOGO (PT)
Odair Cunha;PT;53;2009;226897.92;4282.53;224672.11000000002;Odair Cunha (PT)
Silvia Cristina;PL;56;2022;227232.28;2742.8799999999997;224489.4;Silvia Cristina (PL)
Pompeo de Mattos;PDT;56;2022;230639.46;3494.91;224386.45;Pompeo de Mattos (PDT)
Ricardo Barros;PP**;53;2009;221844.48;1433.69;224322.23;Ricardo Barros (PP**)
JOÃO MAGALHÃES;PMDB;53;2009;228956.67;5324.14;224310.27;JOÃO MAGALHÃES (PMDB)
SILVIO LOPES;PSDB;53;2009;224430.7;588.26;224235.48;SILVIO LOPES (PSDB)
LOBBE NETO;PSDB;55;2015;224314.66;118.8;224195.86;LOBBE NETO (PSDB)
Marcão Gomes;PL;56;2020;224327.59;230.51;224097.08;Marcão Gomes (PL)
ERNANDES AMORIM;PTB;53;2009;219481.69;290.37;224079.02;ERNANDES AMORIM (PTB)
Maria do Rosário;PT;56;2022;227925.92;596.36;224009.89;Maria do Rosário (PT)
Ricardo Barros;PP**;53;2010;225973.02;2015.25;223957.81;Ricardo Barros (PP**)
EDSON EZEQUIEL;PMDB;54;2013;224196.726;239.54;223957.34;EDSON EZEQUIEL (PMDB)
Coronel Tadeu;PL;56;2019;228756.91;2790.65;223924.26;Coronel Tadeu (PL)
BONIFÁCIO DE ANDRADA;PSDB;54;2011;224750.4;888.25;223862.15;BONIFÁCIO DE ANDRADA (PSDB)
MAURO BENEVIDES;PMDB;53;2009;217437.37;31.98;223743.35;MAURO BENEVIDES (PMDB)
EDUARDO AMORIM;PSC;53;2010;225504.3;1772.08;223732.22;EDUARDO AMORIM (PSC)
Bohn Gass;PT;56;2022;224602.05;670.87;223708.62;Bohn Gass (PT)
GILMAR MACHADO;PT;53;2009;225309.64;2427.46;223705.42;GILMAR MACHADO (PT)
ARTHUR VIRGÍLIO BISNETO;PSDB;55;2018;223696.86000000002;0.0;223696.86000000002;ARTHUR VIRGÍLIO BISNETO (PSDB)
Afonso Motta;PDT;56;2022;225113.56;1492.75;223620.81;Afonso Motta (PDT)
Flaviano Melo;PMDB;53;2009;222661.4;129.86;223539.54;Flaviano Melo (PMDB)
SOLANGE AMARAL;DEM;53;2009;234552.47;11574.130000000001;223515.62;SOLANGE AMARAL (DEM)
Pedro Cunha Lima;PSDB;55;2016;223467.46;0.0;223467.46;Pedro Cunha Lima (PSDB)
General Peternelli;UNIÃO;56;2020;223994.56;591.64;223402.92;General Peternelli (UNIÃO)
André Fufuca;PP;56;2020;223547.49;145.6;223401.89;André Fufuca (PP)
Carlos Henrique Gaguim;UNIÃO;56;2022;224243.34;893.86;223349.48;Carlos Henrique Gaguim (UNIÃO)
FLAVINHO;PSC;55;2018;225657.31;2167.23;223230.61;FLAVINHO (PSC)
José Airton Félix Cirilo;PT;56;2022;223640.05;156.66;223205.27;José Airton Félix Cirilo (PT)
EDUARDO AMORIM;PSC;53;2009;215574.64;1017.43;223023.01;EDUARDO AMORIM (PSC)
Beto Faro;PT;56;2022;223001.92;0.0;223001.92;Beto Faro (PT)
ALBERTO FRAGA;DEM;53;2010;223043.27;47.5;222995.77;ALBERTO FRAGA (DEM)
POLICARPO;PT;54;2014;223865.38;912.15;222953.23;POLICARPO (PT)
Hélio Costa;PSD;56;2020;223617.78;703.52;222914.26;Hélio Costa (PSD)
Ricardo Guidi;PSD;56;2020;223253.13;515.33;222737.8;Ricardo Guidi (PSD)
GERMANO BONOW;DEM;53;2010;224973.69;2241.79;222731.9;GERMANO BONOW (DEM)
Luiz Philippe de Orleans e Bragança;PL;56;2021;222587.0;157.89;222429.11000000002;Luiz Philippe de Orleans e Bragança (PL)
Marx Beltrão;PP;56;2022;222267.86;0.0;222267.86;Marx Beltrão (PP)
Walter Alves;MDB;56;2022;222312.69;55.42;222257.27;Walter Alves (MDB)
Giovani Feltes;MDB;55;2018;223630.08000000002;1408.84;222221.24;Giovani Feltes (MDB)
Marlon Santos;PL;56;2022;222279.5;63.0;222216.5;Marlon Santos (PL)
Abou Anni;UNIÃO;56;2022;222287.67;138.33;222149.34;Abou Anni (UNIÃO)
Altineu Côrtes;PR;55;2018;223019.88;882.01;222137.87;Altineu Côrtes (PR)
André Abdon;PP;56;2022;223687.87;1610.83;222077.04;André Abdon (PP)
ROSANE FERREIRA;PV;54;2012;222755.38;809.23;221946.15;ROSANE FERREIRA (PV)
General Girão;PL;56;2022;222356.02;512.88;221843.14;General Girão (PL)
INDIO DA COSTA;DEM;53;2009;225309.4;3713.6;221794.42;INDIO DA COSTA (DEM)
MARCELO ITAGIBA;PSDB;53;2009;217509.64;1614.17;221726.57;MARCELO ITAGIBA (PSDB)
EDSON SILVA;PROS;54;2012;232275.75;10623.69;221652.06;EDSON SILVA (PROS)
ANTONIO BULHÕES;PRB;53;2009;224184.48;2535.54;221648.94;ANTONIO BULHÕES (PRB)
ANTONIO CARLOS MENDES THAME;PSDB;54;2011;229774.92;8300.449999999999;221474.47;ANTONIO CARLOS MENDES THAME (PSDB)
FRANCISCO CHAGAS;PT;54;2013;225386.15;851.25;221470.53;FRANCISCO CHAGAS (PT)
JOAQUIM BELTRÃO;PMDB;53;2009;226125.85;4688.25;221437.6;JOAQUIM BELTRÃO (PMDB)
Luizianne Lins;PT;56;2022;221728.69;296.42;221432.27;Luizianne Lins (PT)
Ivan Valente;PSOL;53;2010;222904.09;1545.2;221358.89;Ivan Valente (PSOL)
ANGELO VANHONI;PT;53;2009;221089.84;1710.52;221347.04;ANGELO VANHONI (PT)
Aníbal Gomes;PMDB;53;2009;213139.85;1321.5500000000002;221218.96;Aníbal Gomes (PMDB)
BONIFÁCIO DE ANDRADA;PSDB;53;2010;221738.23;977.88;221164.97;BONIFÁCIO DE ANDRADA (PSDB)
Carlos Sampaio;PSDB;54;2012;225410.75;4299.47;221111.28;Carlos Sampaio (PSDB)
Danrlei de Deus Hinterholz;PSD;56;2020;222102.2;1101.76;221000.44;Danrlei de Deus Hinterholz (PSD)
GEORGE HILTON;PRB;53;2009;220899.11000000002;1068.97;220904.62;GEORGE HILTON (PRB)
MARINA MAGGESSI;PPS;53;2009;219355.92;1276.68;220821.96;MARINA MAGGESSI (PPS)
Bia Kicis;PL;56;2019;222180.65;426.6;220760.15;Bia Kicis (PL)
Luiz Flávio Gomes;PSB;56;2019;221249.69;18.799999999999997;220748.97;Luiz Flávio Gomes (PSB)
ROBERTO SANTIAGO;PV;53;2010;222848.95;2173.4;220675.55;ROBERTO SANTIAGO (PV)
LUIZ BITTENCOURT;PMDB;53;2009;221697.75;1147.06;220550.69;LUIZ BITTENCOURT (PMDB)
PAULO MALUF;PP**;54;2012;220587.77;59.7;220528.07;PAULO MALUF (PP**)
Joseildo Ramos;PT;56;2022;221013.95;713.5500000000001;220300.4;Joseildo Ramos (PT)
LEOPOLDO MEYER;PSB;54;2011;221207.45;976.51;220230.94;LEOPOLDO MEYER (PSB)
Gastão Vieira;PMDB;54;2011;220704.4;545.22;220159.18;Gastão Vieira (PMDB)
Célio Studart;PSD;56;2022;219947.98;11.32;219936.66;Célio Studart (PSD)
ALBANO FRANCO;PSDB;53;2009;219547.38;3268.7;219849.2;ALBANO FRANCO (PSDB)
CHICO DA PRINCESA;PR;53;2010;220221.16;755.6;219465.56;CHICO DA PRINCESA (PR)
João Maia;PR;53;2009;217348.12;421.81;219403.55;João Maia (PR)
Vander Loubet;PT;56;2022;219642.81;260.24;219382.57;Vander Loubet (PT)
Arthur Lira;PP;56;2021;219094.32;0.0;219094.32;Arthur Lira (PP)
Hildo Rocha;MDB;56;2022;219055.12;49.38;219005.74;Hildo Rocha (MDB)
Franco Cartafina;PP;56;2019;221170.04;2211.41;218958.63;Franco Cartafina (PP)
LÉO VIVAS;PRB;53;2009;225164.69;7323.39;218858.76;LÉO VIVAS (PRB)
PROFESSORA RAQUEL TEIXEIRA;PSDB;53;2009;224079.45;5769.56;218747.13;PROFESSORA RAQUEL TEIXEIRA (PSDB)
Rubens Pereira Júnior;PT;56;2022;218600.58;0.0;218600.58;Rubens Pereira Júnior (PT)
Carlos Sampaio;PSDB;54;2011;222732.73;4149.57;218583.16;Carlos Sampaio (PSDB)
SOLANGE ALMEIDA;PMDB;53;2009;217005.59;7321.8099999999995;218574.16;SOLANGE ALMEIDA (PMDB)
Professor Israel Batista;PSB;56;2021;218446.57;0.0;218446.57;Professor Israel Batista (PSB)
CARLOS ALBERTO LERÉIA;PSDB;53;2009;218978.13999999998;745.03;218233.11;CARLOS ALBERTO LERÉIA (PSDB)
EUDES XAVIER;PT;53;2009;215333.09;2403.28;218035.53;EUDES XAVIER (PT)
Marcos Aurélio Sampaio;PSD;56;2022;218432.11;400.0;218032.11;Marcos Aurélio Sampaio (PSD)
JERONIMO REIS;DEM;53;2010;223915.16999999998;5902.24;218012.93;JERONIMO REIS (DEM)
Geninho Zuliani;UNIÃO;56;2022;223745.16;2494.38;218002.48;Geninho Zuliani (UNIÃO)
JOÃO PAULO CUNHA;PT;53;2009;217052.05;400.02000000000004;217608.27;JOÃO PAULO CUNHA (PT)
Dr. Luiz Ovando;PP;56;2020;217958.16;352.94;217605.22;Dr. Luiz Ovando (PP)
Rogério Peninha Mendonça;MDB;56;2020;219099.07;1530.1000000000001;217568.97;Rogério Peninha Mendonça (MDB)
Carlos Veras;PT;56;2022;218096.47;552.04;217544.43;Carlos Veras (PT)
NELSON MEURER;PP**;53;2009;228445.45;11630.9;217494.17;NELSON MEURER (PP**)
Rodrigo Maia;S.PART.;56;2019;219533.56;31.33;217267.47;Rodrigo Maia (S.PART.)
PEDRO HENRY;PP**;54;2013;219365.6296;2520.33;217126.2;PEDRO HENRY (PP**)
AUDIFAX;PSB;54;2012;217292.75;234.6;217058.15;AUDIFAX (PSB)
RICARDO BERZOINI;PT;53;2009;215359.36;1131.3899999999999;217046.83;RICARDO BERZOINI (PT)
ASDRUBAL BENTES;PMDB;53;2009;214724.98;0.0;216954.44;ASDRUBAL BENTES (PMDB)
PAULO BAUER;PSDB;53;2010;223845.97;7125.41;216720.56;PAULO BAUER (PSDB)
Augusto Coutinho;REPUBLICANOS;56;2022;218597.24;1923.6899999999998;216673.55;Augusto Coutinho (REPUBLICANOS)
DALVA FIGUEIREDO;PT;53;2009;224318.98;8747.89;216475.74;DALVA FIGUEIREDO (PT)
Merlong Solano;PT;56;2022;217260.23;840.98;216419.25;Merlong Solano (PT)
ANTONIO CARLOS PANNUNZIO;PSDB;53;2009;217227.54;1482.1100000000001;216279.85;ANTONIO CARLOS PANNUNZIO (PSDB)
Margarida Salomão;PT;56;2020;216479.74;321.24;216157.4;Margarida Salomão (PT)
FRANCISCO PRACIANO;PT;53;2009;210390.64;693.38;216112.22;FRANCISCO PRACIANO (PT)
Paulo Teixeira;PT;53;2009;215423.99;2494.3799999999997;216097.37;Paulo Teixeira (PT)
CARLOS ABICALIL;PT;53;2009;216411.33;1900.68;216031.13;CARLOS ABICALIL (PT)
JOSÉ LINHARES;PP**;53;2009;211679.5;609.36;215999.86;JOSÉ LINHARES (PP**)
Heitor Freire;UNIÃO;56;2022;216080.91;159.35999999999999;215921.55;Heitor Freire (UNIÃO)
Bilac Pinto;UNIÃO;56;2022;216906.63;1119.56;215787.07;Bilac Pinto (UNIÃO)
Leo de Brito;PT;56;2022;222986.24;36.11;215745.24;Leo de Brito (PT)
LEONARDO VILELA;PSDB;53;2009;216065.69;872.2199999999999;215669.55;LEONARDO VILELA (PSDB)
Marcelo Nilo;REPUBLICANOS;56;2022;216393.31;745.88;215647.43;Marcelo Nilo (REPUBLICANOS)
Daniel Coelho;CIDADANIA;56;2022;219957.18;4409.39;215547.79;Daniel Coelho (CIDADANIA)
Leandre;PSD;56;2022;218944.95;102.00999999999999;215519.37;Leandre (PSD)
Charles Fernandes;PSD;56;2022;219462.88999999998;4056.74;215406.15;Charles Fernandes (PSD)
Frei Anastacio Ribeiro;PT;56;2022;215622.56;475.14000000000004;215147.42;Frei Anastacio Ribeiro (PT)
José Ricardo;PT;56;2022;215659.02;560.0300000000001;215098.99;José Ricardo (PT)
Eduardo Bismarck;PDT;56;2022;215292.66;331.1;214961.56;Eduardo Bismarck (PDT)
ACÉLIO CASAGRANDE;PMDB;53;2009;218337.04;4591.95;214792.33;ACÉLIO CASAGRANDE (PMDB)
Fábio Henrique;UNIÃO;56;2022;214959.97;200.55;214759.42;Fábio Henrique (UNIÃO)
JOSÉ ANÍBAL;PSDB;53;2009;214573.44;659.99;214690.69;JOSÉ ANÍBAL (PSDB)
GABRIEL CHALITA;PMDB;54;2011;216850.92;2277.15;214573.77;GABRIEL CHALITA (PMDB)
EDUARDO LOPES;PRB;53;2009;221387.83;9032.01;214440.16;EDUARDO LOPES (PRB)
Hermes Parcianello;MDB;56;2022;215051.72999999998;672.16;214379.57;Hermes Parcianello (MDB)
Marcon;PT;56;2022;216044.64;1678.45;214366.19;Marcon (PT)
LUIZ COUTO;PT;53;2010;215221.81;1075.26;214146.55;LUIZ COUTO (PT)
Milton Coelho;PSB;56;2022;214016.95;385.56;213631.39;Milton Coelho (PSB)
SEVERIANO ALVES;PMDB;53;2009;215357.36000000002;1727.06;213630.3;SEVERIANO ALVES (PMDB)
MÁRIO DE OLIVEIRA;PSC;54;2012;214323.09;710.92;213612.17;MÁRIO DE OLIVEIRA (PSC)
Túlio Gadêlha;REDE;56;2022;213632.07;54.730000000000004;213577.34;Túlio Gadêlha (REDE)
ALEX CANZIANI;PTB;53;2009;212332.7;1116.14;213546.9;ALEX CANZIANI (PTB)
Junio Amaral;PL;56;2021;216793.66;3311.16;213482.5;Junio Amaral (PL)
Dr. Luiz Ovando;PP;56;2022;215022.59;375.08000000000004;213479.26;Dr. Luiz Ovando (PP)
Angela Amin;PP;56;2022;214397.18;958.39;213438.79;Angela Amin (PP)
NAZARENO FONTELES;PT;53;2009;213813.58;406.1;213407.48;NAZARENO FONTELES (PT)
Wellington Roberto;PL;56;2022;213337.22;0.0;213337.22;Wellington Roberto (PL)
Jorge Braz;REPUBLICANOS;56;2022;213178.09;0.0;213178.09;Jorge Braz (REPUBLICANOS)
NEILTON MULIM;PR;53;2009;216235.06;3084.94;213150.12;NEILTON MULIM (PR)
JORGINHO MALULY;DEM;53;2009;216822.0;5280.35;213148.51;JORGINHO MALULY (DEM)
MARCIO JUNQUEIRA;DEM;53;2009;211073.63999999998;580.33;213087.53;MARCIO JUNQUEIRA (DEM)
JOVAIR ARANTES;PTB;53;2009;219147.81;6720.8;212976.63;JOVAIR ARANTES (PTB)
Pedro Dalua;PSC;56;2021;213006.64;68.0;212938.64;Pedro Dalua (PSC)
Jesus Sérgio;PDT;56;2022;212907.44;0.0;212907.44;Jesus Sérgio (PDT)
Osires Damaso;PSC;56;2022;213008.98;251.04;212757.94;Osires Damaso (PSC)
Pedro Vilela;PSDB;56;2022;212744.28;0.0;212744.28;Pedro Vilela (PSDB)
Raimundo Costa;PODE;56;2022;212920.04;324.21;212595.83;Raimundo Costa (PODE)
PEDRO CHAVES;MDB;55;2016;215353.27;941.63;212411.64;PEDRO CHAVES (MDB)
MIGUEL CORRÊA;PT;53;2009;215290.61;4305.14;212310.95;MIGUEL CORRÊA (PT)
Pedro Cunha Lima;PSDB;56;2020;212259.63999999998;0.0;212259.63999999998;Pedro Cunha Lima (PSDB)
Ricardo Teobaldo;PODE;56;2022;211949.32;20.81;211928.51;Ricardo Teobaldo (PODE)
Geovania de Sá;PSDB;56;2022;232565.54;712.4100000000001;211823.13;Geovania de Sá (PSDB)
JOSÉ CARLOS VIEIRA;PR;53;2009;210258.57;303.62;211793.81;JOSÉ CARLOS VIEIRA (PR)
Eduardo Barbosa;PSDB;53;2009;213756.06;2950.5;211761.64;Eduardo Barbosa (PSDB)
Wladimir Garotinho;PSD;56;2020;211768.24;25.4;211742.84;Wladimir Garotinho (PSD)
Afonso Florence;PT;56;2022;213704.01;510.74;211720.17;Afonso Florence (PT)
Jose Mario Schreiner;MDB;56;2019;211781.19;130.3;211650.89;Jose Mario Schreiner (MDB)
Sebastião Oliveira;AVANTE;56;2022;213539.82;1990.67;211549.15;Sebastião Oliveira (AVANTE)
Newton Cardoso Jr;MDB;56;2022;212324.08;896.3;211423.13;Newton Cardoso Jr (MDB)
JOÃO BITTAR;DEM;53;2009;214048.49;4146.08;211408.49;JOÃO BITTAR (DEM)
MIRO TEIXEIRA;PROS;54;2013;211372.41011;0.0;211372.34;MIRO TEIXEIRA (PROS)
Idilvan Alencar;PDT;56;2022;211825.87;468.18;211357.69;Idilvan Alencar (PDT)
Pedro Augusto Bezerra;PDT;56;2022;211759.17;450.94;211308.23;Pedro Augusto Bezerra (PDT)
André Figueiredo;PDT;56;2022;215189.94;4061.55;211128.39;André Figueiredo (PDT)
