,nome,partido,posicionamento,ano,posicionamento_id
1196,Henrique Afonso,PT,Esquerda,2005,0
1197,Henrique Eduardo Alves,PMDB,Centro,2005,2
1198,Henrique Fontana,PT,Esquerda,2005,0
1199,Hermes Parcianello,PMDB,Centro,2005,2
1200,Homero Barreto,PTB,Direita,2005,4
1201,Humberto Michiles,PL,Centro-direita,2005,3
1202,Iara Bernardi,PT,Esquerda,2005,0
1203,Iberê Ferreira,PSB,Centro-esquerda,2005,1
1204,Ibrahim Abi-Ackel,PP,Direita,2005,4
1205,Ildeu Araujo,PP,Direita,2005,4
1206,Inácio Arruda,PCdoB,Esquerda,2005,0
1207,Inocêncio Oliveira,PL,Centro-direita,2005,3
1208,Iris Simões,PTB,Direita,2005,4
1209,Isaías Silvestre,PSB,Centro-esquerda,2005,1
1210,Itamar Serpa,PSDB,Centro,2005,2
1211,Ivan Paixão,PPS,Centro,2005,2
1212,Ivan Ranzolin,PFL,Centro-direita,2005,3
1213,Ivan Valente,PSOL,Esquerda,2005,0
1214,Ivo José,PT,Esquerda,2005,0
1215,Jackson Barreto,PTB,Direita,2005,4
1216,Jaime Martins,PFL,Centro-direita,2005,3
1217,Jair Bolsonaro,PP,Direita,2005,4
1218,Jairo Carneiro,PFL,Centro-direita,2005,3
1219,Jamil Murad,PCdoB,Esquerda,2005,0
1220,Jandira Feghali,PCdoB,Esquerda,2005,0
1221,João Alfredo,PSOL,Esquerda,2005,0
1222,João Almeida,PSDB,Centro,2005,2
1223,João Batista,PP,Direita,2005,4
1224,João Caldas,PL,Centro-direita,2005,3
1225,João Campos,PSDB,Centro,2005,2
1226,João Carlos Bacelar,PL,Centro-direita,2005,3
1227,João Castelo,PSDB,Centro,2005,2
1228,João Correia,PMDB,Centro,2005,2
1229,João Fontes,PDT,Centro-esquerda,2005,1
1230,João Grandão,PT,Esquerda,2005,0
1231,João Herrmann Neto,PDT,Centro-esquerda,2005,1
1232,João Leão,PP,Direita,2005,4
1233,João Lyra,PTB,Direita,2005,4
1234,João Magalhães,PMDB,Centro,2005,2
1235,João Magno,PT,Esquerda,2005,0
1236,João Mendes de Jesus,PSB,Centro-esquerda,2005,1
1237,João Paulo Cunha,PT,Esquerda,2005,0
1238,João Paulo Gomes da Silva,PSB,Centro-esquerda,2005,1
1239,João Pizzolatti,PP,Direita,2005,4
1240,João Tota,PP,Direita,2005,4
1241,Jonival Lucas Junior,PTB,Direita,2005,4
1242,Jorge Alberto,PMDB,Centro,2005,2
1243,Jorge Bittar,PT,Esquerda,2005,0
1244,Jorge Gomes,PSB,Centro-esquerda,2005,1
1245,Jorge Pinheiro,PL,Centro-direita,2005,3
1246,José Carlos Aleluia,PFL,Centro-direita,2005,3
1247,José Carlos Araújo,PL,Centro-direita,2005,3
1248,José Carlos Machado,PFL,Centro-direita,2005,3
1249,José Chaves,PTB,Direita,2005,4
1250,José Divino,PMR,Centro-direita,2005,3
1251,José Eduardo Cardozo,PT,Esquerda,2005,0
1252,José Linhares,PP,Direita,2005,4
1253,José Mendonça Bezerra,PFL,Centro-direita,2005,3
1254,José Mentor,PT,Esquerda,2005,0
1255,José Militão,PTB,Direita,2005,4
1256,José Múcio Monteiro,PTB,Direita,2005,4
1257,José Pimentel,PT,Esquerda,2005,0
1258,José Rocha,PFL,Centro-direita,2005,3
1259,José Thomaz Nonô,PFL,Centro-direita,2005,3
1260,Josias Gomes,PT,Esquerda,2005,0
1261,Josias Quintal,PSB,Centro-esquerda,2005,1
1262,Josué Bengtson,PTB,Direita,2005,4
1263,Jovair Arantes,PTB,Direita,2005,4
1264,Juíza Denise Frossard,PPS,Centro,2005,2
1265,Júlio Cesar,PFL,Centro-direita,2005,3
1266,Julio Lopes,PP,Direita,2005,4
1267,Júlio Redecker,PSDB,Centro,2005,2
1268,Julio Semeghini,PSDB,Centro,2005,2
1269,Júnior Betão,PL,Centro-direita,2005,3
1270,Jutahy Junior,PSDB,Centro,2005,2
1271,Kátia Abreu,PFL,Centro-direita,2005,3
1272,Lael Varella,PFL,Centro-direita,2005,3
1273,Léo Alcântara,PSDB,Centro,2005,2
1274,Leodegar Tiscoski,PP,Direita,2005,4
1275,Leonardo Mattos,PV,Centro-esquerda,2005,1
1276,Leonardo Monteiro,PT,Esquerda,2005,0
1277,Leonardo Picciani,PMDB,Centro,2005,2
1278,Lincoln Portela,PL,Centro-direita,2005,3
1279,Lobbe Neto,PSDB,Centro,2005,2
1280,Luci Choinacki,PT,Esquerda,2005,0
1281,Luciana Genro,PSOL,Esquerda,2005,0
1282,Luciano Castro,PL,Centro-direita,2005,3
1283,Luciano Leitoa,PSB,Centro-esquerda,2005,1
1284,Luciano Zica,PT,Esquerda,2005,0
1285,Luiz Bassuma,PT,Esquerda,2005,0
1286,Luiz Carlos Santos,PFL,Centro-direita,2005,3
1287,Luiz Carreira,PFL,Centro-direita,2005,3
1288,Luiz Couto,PT,Esquerda,2005,0
1289,Luiz Eduardo Greenhalgh,PT,Esquerda,2005,0
1290,Luiz Piauhylino,PDT,Centro-esquerda,2005,1
1291,Luiz Sérgio,PT,Esquerda,2005,0
1292,Luiza Erundina,PSB,Centro-esquerda,2005,1
1293,Lupércio Ramos,PMDB,Centro,2005,2
1294,Manoel Salviano,PSDB,Centro,2005,2
1295,Marcelino Fraga,PMDB,Centro,2005,2
1296,Marcello Siqueira,PMDB,Centro,2005,2
1297,Marcelo Barbieri,PMDB,Centro,2005,2
1298,Marcelo Castro,PMDB,Centro,2005,2
1299,Marcelo Guimarães Filho,PFL,Centro-direita,2005,3
1300,Marcelo Ortiz,PV,Centro-esquerda,2005,1
1301,Marcelo Teixeira,PSDB,Centro,2005,2
1302,Márcio Reinaldo Moreira,PP,Direita,2005,4
1303,Marco Maia,PT,Esquerda,2005,0
1304,Marcondes Gadelha,PSB,Centro-esquerda,2005,1
1305,Marcos Abramo,PP,Direita,2005,4
1306,Marcus Vicente,PTB,Direita,2005,4
1307,Maria do Carmo Lara,PT,Esquerda,2005,0
1308,Maria do Rosário,PT,Esquerda,2005,0
1309,Maria Helena,PSB,Centro-esquerda,2005,1
1310,Mariângela Duarte,PT,Esquerda,2005,0
1311,Marinha Raupp,PMDB,Centro,2005,2
1312,Mário Assad Júnior,PSB,Centro-esquerda,2005,1
1313,Mário Heringer,PDT,Centro-esquerda,2005,1
1314,Maurício Quintella Lessa,PDT,Centro-esquerda,2005,1
1315,Maurício Rabelo,PL,Centro-direita,2005,3
1316,Maurício Rands,PT,Esquerda,2005,0
1317,Mauro Benevides,PMDB,Centro,2005,2
1318,Mauro Lopes,PMDB,Centro,2005,2
1319,Mauro Passos,PT,Esquerda,2005,0
1320,Medeiros,PL,Centro-direita,2005,3
1321,Mendes Ribeiro Filho,PMDB,Centro,2005,2
1322,Michel Temer,PMDB,Centro,2005,2
1323,Miguel de Souza,PL,Centro-direita,2005,3
1324,Milton Barbosa,PSC,Direita,2005,4
1325,Milton Cardias,PTB,Direita,2005,4
1326,Milton Monti,PL,Centro-direita,2005,3
1327,Miro Teixeira,PDT,Centro-esquerda,2005,1
1328,Moacir Micheletto,PMDB,Centro,2005,2
1329,Moreira Franco,PMDB,Centro,2005,2
1330,Moroni Torgan,PFL,Centro-direita,2005,3
1331,Murilo Zauith,PFL,Centro-direita,2005,3
1332,Mussa Demes,PFL,Centro-direita,2005,3
1333,Narcio Rodrigues,PSDB,Centro,2005,2
1334,Natan Donadon,PMDB,Centro,2005,2
1335,Nazareno Fonteles,PT,Esquerda,2005,0
1336,Neiva Moreira,PDT,Centro-esquerda,2005,1
1337,Nélio Dias,PP,Direita,2005,4
1338,Nelson Bornier,PMDB,Centro,2005,2
1339,Nelson Marquezelli,PTB,Direita,2005,4
1340,Nelson Meurer,PP,Direita,2005,4
1341,Nelson Pellegrino,PT,Esquerda,2005,0
1342,Nelson Trad,PMDB,Centro,2005,2
1343,Neucimar Fraga,PL,Centro-direita,2005,3
1344,Ney Lopes,PFL,Centro-direita,2005,3
1345,Neyde Aparecida,PT,Esquerda,2005,0
1346,Nicias Ribeiro,PSDB,Centro,2005,2
1347,Nilson Mourão,PT,Esquerda,2005,0
1348,Nilton Baiano,PP,Direita,2005,4
1349,Odair Cunha,PT,Esquerda,2005,0
1350,Olavo Calheiros,PMDB,Centro,2005,2
1351,Onyx Lorenzoni,PFL,Centro-direita,2005,3
1352,Orlando Desconsi,PT,Esquerda,2005,0
1353,Orlando Fantazzini,PSOL,Esquerda,2005,0
1354,Osório Adriano,PFL,Centro-direita,2005,3
1355,Osvaldo Biolchi,PMDB,Centro,2005,2
1356,Osvaldo Reis,PMDB,Centro,2005,2
1357,Pastor Amarildo,PSC,Direita,2005,4
1358,Pastor Francisco Olímpio,PSB,Centro-esquerda,2005,1
1359,Pastor Reinaldo,PTB,Direita,2005,4
1360,Pauderney Avelino,PFL,Centro-direita,2005,3
1361,Paulo Afonso,PMDB,Centro,2005,2
1362,Paulo Baltazar,PSB,Centro-esquerda,2005,1
1363,Paulo Bauer,PSDB,Centro,2005,2
1364,Paulo Delgado,PT,Esquerda,2005,0
1365,Paulo Feijó,PSDB,Centro,2005,2
1366,Paulo Gouvêa,PL,Centro-direita,2005,3
1367,Paulo Lima,PMDB,Centro,2005,2
1368,Paulo Magalhães,PFL,Centro-direita,2005,3
1369,Paulo Rubem Santiago,PT,Esquerda,2005,0
1370,Pedro Canedo,PP,Direita,2005,4
1371,Pedro Chaves,PMDB,Centro,2005,2
1372,Pedro Fernandes,PTB,Direita,2005,4
1373,Pedro Irujo,PMDB,Centro,2005,2
1374,Pedro Novais,PMDB,Centro,2005,2
1375,Perpétua Almeida,PCdoB,Esquerda,2005,0
1376,Philemon Rodrigues,PTB,Direita,2005,4
1377,Pompeo de Mattos,PDT,Centro-esquerda,2005,1
1378,Professor Luizinho,PT,Esquerda,2005,0
1379,Professora Raquel Teixeira,PSDB,Centro,2005,2
1380,Rafael Guerra,PSDB,Centro,2005,2
1381,Raimundo Santos,PL,Centro-direita,2005,3
1382,Reginaldo Germano,PP,Direita,2005,4
1383,Renato Casagrande,PSB,Centro-esquerda,2005,1
1384,Renato Cozzolino,PDT,Centro-esquerda,2005,1
1385,Renildo Calheiros,PCdoB,Esquerda,2005,0
1386,Ricardo Barros,PP,Direita,2005,4
1387,Ricarte de Freitas,PTB,Direita,2005,4
1388,Roberto Brant,PFL,Centro-direita,2005,3
1389,Roberto Magalhães,PFL,Centro-direita,2005,3
1390,Robson Tuma,PFL,Centro-direita,2005,3
1391,Rodrigo Maia,PFL,Centro-direita,2005,3
1392,Rogério Teófilo,PPS,Centro,2005,2
1393,Romel Anizio,PP,Direita,2005,4
1394,Romeu Queiroz,PTB,Direita,2005,4
1395,Ronaldo Caiado,PFL,Centro-direita,2005,3
1396,Ronaldo Dimas,PSDB,Centro,2005,2
1397,Rose de Freitas,PMDB,Centro,2005,2
1398,Rubens Otoni,PT,Esquerda,2005,0
1399,Salvador Zimbaldi,PSB,Centro-esquerda,2005,1
1400,Sandes Júnior,PP,Direita,2005,4
1401,Sandra Rosado,PSB,Centro-esquerda,2005,1
1402,Sandro Mabel,PL,Centro-direita,2005,3
1403,Sandro Matos,PTB,Direita,2005,4
1404,Sebastião Madeira,PSDB,Centro,2005,2
1405,Selma Schons,PT,Esquerda,2005,0
1406,Sérgio Caiado,PP,Direita,2005,4
1407,Sérgio Miranda,PDT,Centro-esquerda,2005,1
1408,Severiano Alves,PDT,Centro-esquerda,2005,1
1409,Sigmaringa Seixas,PT,Esquerda,2005,0
1410,Silas Câmara,PTB,Direita,2005,4
1411,Silvio Torres,PSDB,Centro,2005,2
1412,Simplício Mário,PT,Esquerda,2005,0
1413,Socorro Gomes,PCdoB,Esquerda,2005,0
1414,Suely Campos,PP,Direita,2005,4
1415,Tarcísio Zimmermann,PT,Esquerda,2005,0
1416,Tatico,PTB,Direita,2005,4
1417,Telma de Souza,PT,Esquerda,2005,0
1418,Terezinha Fernandes,PT,Esquerda,2005,0
1419,Teté Bezerra,PMDB,Centro,2005,2
1420,Thelma de Oliveira,PSDB,Centro,2005,2
1421,Vadinho Baião,PT,Esquerda,2005,0
1422,Vander Loubet,PT,Esquerda,2005,0
1423,Vanderlei Assis,PP,Direita,2005,4
1424,Vanessa Grazziotin,PCdoB,Esquerda,2005,0
1425,Vic Pires Franco,PFL,Centro-direita,2005,3
1426,Vicente Arruda,PSDB,Centro,2005,2
1427,Vicentinho,PT,Esquerda,2005,0
1428,Vieira Reis,PMR,Centro-direita,2005,3
1429,Vignatti,PT,Esquerda,2005,0
1430,Vilmar Rocha,PFL,Centro-direita,2005,3
1431,Virgílio Guimarães,PT,Esquerda,2005,0
1432,Vitorassi,PT,Esquerda,2005,0
1433,Wagner Lago,PDT,Centro-esquerda,2005,1
1434,Waldemir Moka,PMDB,Centro,2005,2
1435,Walter Barelli,PSDB,Centro,2005,2
1436,Walter Pinheiro,PT,Esquerda,2005,0
1437,Wanderval Santos,PL,Centro-direita,2005,3
1438,Wellington Roberto,PL,Centro-direita,2005,3
1439,Wilson Cignachi,PMDB,Centro,2005,2
1440,Zé Geraldo,PT,Esquerda,2005,0
1441,Zé Gerardo,PMDB,Centro,2005,2
1442,Zé Lima,PP,Direita,2005,4
1443,Zelinda Novaes,PFL,Centro-direita,2005,3
1444,Zenaldo Coutinho,PSDB,Centro,2005,2
1445,Zezéu Ribeiro,PT,Esquerda,2005,0
1446,Alberto Fraga,PTB,Direita,2005,4
1447,Alceste Almeida,PMDB,Centro,2005,2
1448,André Costa,PT,Esquerda,2005,0
1449,André de Paula,PFL,Centro-direita,2005,3
1450,André Zacharow,PSB,Centro-esquerda,2005,1
1451,Ann Pontes,PMDB,Centro,2005,2
1452,Antenor Naspolini,PSDB,Centro,2005,2
1453,Ariosto Holanda,PSDB,Centro,2005,2
1454,Asdrubal Bentes,PMDB,Centro,2005,2
1455,Augusto Nardes,PP,Direita,2005,4
1456,B. Sá,PPS,Centro,2005,2
1457,Bernardo Ariston,PMDB,Centro,2005,2
1458,Carlos Eduardo Cadoca,PMDB,Centro,2005,2
1459,Carlos Souza,PP,Direita,2005,4
1460,César Medeiros,PT,Esquerda,2005,0
1461,Ciro Nogueira,PP,Direita,2005,4
1462,Colbert Martins,PPS,Centro,2005,2
1463,Davi Alcolumbre,PFL,Centro-direita,2005,3
1464,Deley,PMDB,Centro,2005,2
1465,Delfim Netto,PP,Direita,2005,4
1466,Dr. Francisco Gonçalves,PTB,Direita,2005,4
1467,Dr. Heleno,PMDB,Centro,2005,2
1468,Edson Duarte,PV,Centro-esquerda,2005,1
1469,Eduardo Barbosa,PSDB,Centro,2005,2
1470,Eduardo Paes,PSDB,Centro,2005,2
1471,Eduardo Valverde,PT,Esquerda,2005,0
1472,Fábio Souto,PFL,Centro-direita,2005,3
1473,Feu Rosa,PP,Direita,2005,4
1474,Francisco Rodrigues,PFL,Centro-direita,2005,3
1475,Gervásio Oliveira,PMDB,Centro,2005,2
1476,Gervásio Silva,PFL,Centro-direita,2005,3
1477,Gonzaga Mota,PSDB,Centro,2005,2
1478,Gorete Pereira,PMDB,Centro,2005,2
1479,Helenildo Ribeiro,PSDB,Centro,2005,2
1480,Iberê Ferreira,PTB,Direita,2005,4
1481,Inocêncio Oliveira,PMDB,Centro,2005,2
1482,Iriny Lopes,PT,Esquerda,2005,0
1483,Ivan Ranzolin,PP,Direita,2005,4
1484,Jair Bolsonaro,PFL,Centro-direita,2005,3
1485,Jair de Oliveira,PMDB,Centro,2005,2
1486,João Batista,PFL,Centro-direita,2005,3
1487,Jorge Boeira,PT,Esquerda,2005,0
1488,José Borba,PMDB,Centro,2005,2
1489,José Divino,PMDB,Centro,2005,2
1490,José Roberto Arruda,PFL,Centro-direita,2005,3
1491,Josias Quintal,PMDB,Centro,2005,2
1492,Jovino Cândido,PV,Centro-esquerda,2005,1
1493,Júlio Delgado,PPS,Centro,2005,2
1494,Jurandil Juarez,PMDB,Centro,2005,2
1495,Jurandir Boia,PDT,Centro-esquerda,2005,1
1496,Laura Carneiro,PFL,Centro-direita,2005,3
1497,Leandro Vilela,PMDB,Centro,2005,2
1498,Lúcia Braga,PMDB,Centro,2005,2
1499,Luis Carlos Heinze,PP,Direita,2005,4
1500,Luiz Bittencourt,PMDB,Centro,2005,2
1501,Luiz Carlos Hauly,PSDB,Centro,2005,2
1502,Manato,PDT,Centro-esquerda,2005,1
1503,Maninha,PT,Esquerda,2005,0
1504,Marcos Abramo,PFL,Centro-direita,2005,3
1505,Mário Negromonte,PP,Direita,2005,4
1506,Milton Barbosa,PFL,Centro-direita,2005,3
1507,Miro Teixeira,PT,Esquerda,2005,0
1508,Moraes Souza,PMDB,Centro,2005,2
1509,Nelson Proença,PPS,Centro,2005,2
1510,Nice Lobão,PFL,Centro-direita,2005,3
1511,Nilson Pinto,PSDB,Centro,2005,2
1512,Osmânio Pereira,PTB,Direita,2005,4
1513,Osmar Serraglio,PMDB,Centro,2005,2
1514,Paes Landim,PTB,Direita,2005,4
1515,Pastor Amarildo,PMDB,Centro,2005,2
1516,Pastor Pedro Ribeiro,PMDB,Centro,2005,2
1517,Paulo Bauer,PFL,Centro-direita,2005,3
1518,Paulo Bernardo,PT,Esquerda,2005,0
1519,Paulo Pimenta,PT,Esquerda,2005,0
1520,Paulo Rocha,PT,Esquerda,2005,0
1521,Pedro Henry,PP,Direita,2005,4
1522,Raul Jungmann,PPS,Centro,2005,2
1523,Ricardo Izar,PTB,Direita,2005,4
1524,Robério Nunes,PFL,Centro-direita,2005,3
1525,Roberto Freire,PPS,Centro,2005,2
1526,Roberto Gouveia,PT,Esquerda,2005,0
1527,Ronivon Santiago,PP,Direita,2005,4
1528,Rubinelli,PT,Esquerda,2005,0
1529,Salvador Zimbaldi,PTB,Direita,2005,4
1530,Saraiva Felipe,PMDB,Centro,2005,2
1531,Sarney Filho,PV,Centro-esquerda,2005,1
1532,Sérgio Miranda,PCdoB,Esquerda,2005,0
1533,Severino Cavalcanti,PP,Direita,2005,4
1534,Silas Brasileiro,PMDB,Centro,2005,2
1535,Simão Sessim,PP,Direita,2005,4
1536,Takayama,PMDB,Centro,2005,2
1537,Thaís Barbosa,PMDB,Centro,2005,2
1538,Vadão Gomes,PP,Direita,2005,4
1539,Vittorio Medioli,PSDB,Centro,2005,2
1540,Wasny de Roure,PT,Esquerda,2005,0
1541,Wladimir Costa,PMDB,Centro,2005,2
1542,Xico Graziano,PSDB,Centro,2005,2
1543,Zarattini,PT,Esquerda,2005,0
1544,Zico Bronzeado,PT,Esquerda,2005,0
1545,Zonta,PP,Direita,2005,4
1546,Zulaiê Cobra,PSDB,Centro,2005,2
1547,Airton Roveda,PTB,Direita,2005,4
1548,Antonio Joaquim,PTB,Direita,2005,4
1549,Betinho Rosado,PFL,Centro-direita,2005,3
1550,Carlos Sampaio,PSDB,Centro,2005,2
1551,Celso Russomanno,PP,Direita,2005,4
1552,Chicão Brígido,PMDB,Centro,2005,2
1553,Cleuber Carneiro,PTB,Direita,2005,4
1554,Geddel Vieira Lima,PMDB,Centro,2005,2
1555,Hélio Esteves,PT,Esquerda,2005,0
1556,Jader Barbalho,PMDB,Centro,2005,2
1557,Jefferson Campos,PMDB,Centro,2005,2
1558,José Priante,PMDB,Centro,2005,2
1559,Kelly Moraes,PTB,Direita,2005,4
1560,Luiz Alberto,PT,Esquerda,2005,0
1561,Marcondes Gadelha,PTB,Direita,2005,4
1562,Maria Helena,PPS,Centro,2005,2
1563,Osvaldo Coelho,PFL,Centro-direita,2005,3
1564,Professor Irapuan Teixeira,PP,Direita,2005,4
1565,Reginaldo Lopes,PT,Esquerda,2005,0
1566,Ricardo Fiuza,PP,Direita,2005,4
1567,Tadeu Filippelli,PMDB,Centro,2005,2
1568,Vieira Reis,PMDB,Centro,2005,2
1569,Wagner Lago,PP,Direita,2005,4
1570,Yeda Crusius,PSDB,Centro,2005,2
1571,Zequinha Marinho,PMDB,Centro,2005,2
1572,Capitão Wayne,PSDB,Centro,2005,2
1573,Dr. Rosinha,PT,Esquerda,2005,0
1574,Janete Capiberibe,PSB,Centro-esquerda,2005,1
1575,Joaquim Francisco,PTB,Direita,2005,4
1576,José Janene,PP,Direita,2005,4
1577,Max Rosenmann,PMDB,Centro,2005,2
1578,Neuton Lima,PTB,Direita,2005,4
1579,Nilton Capixaba,PTB,Direita,2005,4
1580,Pastor Frankembergen,PTB,Direita,2005,4
1581,Sandra Rosado,PMDB,Centro,2005,2
1582,Vicente Cascione,PTB,Direita,2005,4
1583,Miguel Arraes,PSB,Centro-esquerda,2005,1
1584,Pedro Corrêa,PP,Direita,2005,4
1585,Roberto Jefferson,PTB,Direita,2005,4
1586,André Costa,PDT,Centro-esquerda,2005,1
1587,Carlos Batata,PSDB,Centro,2005,2
1588,Eliseu Padilha,PMDB,Centro,2005,2
1589,Inaldo Leitão,PL,Centro-direita,2005,3
1590,Jefferson Campos,PTB,Direita,2005,4
1591,Maria Lúcia Cardoso,PMDB,Centro,2005,2
1592,Odílio Balbinotti,PMDB,Centro,2005,2
1593,Reinaldo Betão,PL,Centro-direita,2005,3
1594,Reinaldo Gripp,PL,Centro-direita,2005,3
1595,Ricardo Berzoini,PT,Esquerda,2005,0
1596,Ricardo Rique,PL,Centro-direita,2005,3
1597,Almeida de Jesus,PL,Centro-direita,2005,3
1598,Almir Moura,PMDB,Centro,2005,2
1599,Carlos Mota,PL,Centro-direita,2005,3
1600,Carlos Rodrigues,PL,Centro-direita,2005,3
1601,Chico Sardelli,PFL,Centro-direita,2005,3
1602,Enio Tatico,PL,Centro-direita,2005,3
1603,Giacobo,PL,Centro-direita,2005,3
1604,Heleno Silva,PL,Centro-direita,2005,3
1605,João Leão,PL,Centro-direita,2005,3
1606,João Paulo Gomes da Silva,PL,Centro-direita,2005,3
1607,José Dirceu,PT,Esquerda,2005,0
1608,Marcos de Jesus,PL,Centro-direita,2005,3
1609,Oliveira Filho,PL,Centro-direita,2005,3
1610,Tatico,PL,Centro-direita,2005,3
1611,Wellington Fagundes,PL,Centro-direita,2005,3
1612,Wilson Santiago,PMDB,Centro,2005,2
1613,Ademir Camilo,PL,Centro-direita,2005,3
1614,Edinho Montemor,PL,Centro-direita,2005,3
1615,Edmar Moreira,PL,Centro-direita,2005,3
1616,Hamilton Casara,PL,Centro-direita,2005,3
1617,Jorge VI,PSDB,Centro,2005,2
1618,José Santana de Vasconcellos,PL,Centro-direita,2005,3
1619,Mário Assad Júnior,PL,Centro-direita,2005,3
1620,Vittorio Medioli,PV,Centro-esquerda,2005,1
1621,João Matos,PMDB,Centro,2005,2
1622,Paulo Kobayashi,PSDB,Centro,2005,2
1623,Valdir Colatto,PMDB,Centro,2005,2
1624,Lino Rossi,PMDB,Centro,2005,2
1625,Márcio Fortes,PSDB,Centro,2005,2
1626,Alberto Fraga,PFL,Centro-direita,2005,3
1627,Aldo Rebelo,PCdoB,Esquerda,2005,0
1628,Eduardo Campos,PSB,Centro-esquerda,2005,1
1629,Afonso Hamm,PP,Direita,2005,4
1630,Dr. Francisco Gonçalves,PPS,Centro,2005,2
1631,Fernando Estima,PPS,Centro,2005,2
1632,Júlio Delgado,PSB,Centro-esquerda,2005,1
1633,Remi Trinta,PL,Centro-direita,2005,3
1634,Ademir Camilo,PDT,Centro-esquerda,2005,1
1635,André Zacharow,PMDB,Centro,2005,2
1636,Antonio Joaquim,PSDB,Centro,2005,2
1637,Joaquim Francisco,PFL,Centro-direita,2005,3
1638,Delfim Netto,PMDB,Centro,2005,2
1639,Hamilton Casara,PSDB,Centro,2005,2
1640,Zequinha Marinho,PSC,Direita,2005,4
1641,Reinhold Stephanes,PMDB,Centro,2005,2
1642,Abelardo Lupion,PFL,Centro-direita,2006,3
1643,Adão Pretto,PT,Esquerda,2006,0
1644,Adelor Vieira,PMDB,Centro,2006,2
1645,Ademir Camilo,PDT,Centro-esquerda,2006,1
1646,Affonso Camargo,PSDB,Centro,2006,2
1647,Afonso Hamm,PP,Direita,2006,4
1648,Airton Roveda,PPS,Centro,2006,2
1649,Albérico Filho,PMDB,Centro,2006,2
1650,Alberto Fraga,PFL,Centro-direita,2006,3
1651,Alceu Collares,PDT,Centro-esquerda,2006,1
1652,Aldir Cabral,PFL,Centro-direita,2006,3
1653,Aldo Rebelo,PCdoB,Esquerda,2006,0
1654,Alex Canziani,PTB,Direita,2006,4
1655,Alexandre Cardoso,PSB,Centro-esquerda,2006,1
1656,Alexandre Maia,PMDB,Centro,2006,2
1657,Alexandre Santos,PMDB,Centro,2006,2
1658,Alice Portugal,PCdoB,Esquerda,2006,0
1659,Almeida de Jesus,PL,Centro-direita,2006,3
1660,Almerinda de Carvalho,PMDB,Centro,2006,2
1661,Almir Moura,PFL,Centro-direita,2006,3
1662,Almir Sá,PL,Centro-direita,2006,3
1663,Ana Guerra,PT,Esquerda,2006,0
1664,André Costa,PDT,Centro-esquerda,2006,1
1665,André de Paula,PFL,Centro-direita,2006,3
1666,André Figueiredo,PDT,Centro-esquerda,2006,1
1667,Angela Guadagnin,PT,Esquerda,2006,0
1668,Aníbal Gomes,PMDB,Centro,2006,2
1669,Anivaldo Vale,PSDB,Centro,2006,2
1670,Ann Pontes,PMDB,Centro,2006,2
1671,Anselmo,PT,Esquerda,2006,0
1672,Antenor Naspolini,PSDB,Centro,2006,2
1673,Antonio Cambraia,PSDB,Centro,2006,2
1674,Antônio Carlos Biffi,PT,Esquerda,2006,0
1675,Antonio Carlos Biscaia,PT,Esquerda,2006,0
1676,Antonio Carlos Magalhães Neto,PFL,Centro-direita,2006,3
1677,Antonio Carlos Mendes Thame,PSDB,Centro,2006,2
1678,Antonio Carlos Pannunzio,PSDB,Centro,2006,2
1679,Antonio Cruz,PP,Direita,2006,4
1680,Aracely de Paula,PL,Centro-direita,2006,3
1681,Ariosto Holanda,PSB,Centro-esquerda,2006,1
1682,Arlindo Chinaglia,PT,Esquerda,2006,0
1683,Armando Monteiro,PTB,Direita,2006,4
1684,Aroldo Cedraz,PFL,Centro-direita,2006,3
1685,Asdrubal Bentes,PMDB,Centro,2006,2
1686,Assis Miguel do Couto,PT,Esquerda,2006,0
1687,Átila Lins,PMDB,Centro,2006,2
1688,B. Sá,PSB,Centro-esquerda,2006,1
1689,Babá,PSOL,Esquerda,2006,0
1690,Badu Picanço,PL,Centro-direita,2006,3
1691,Barbosa Neto,PSB,Centro-esquerda,2006,1
1692,Benjamin Maranhão,PMDB,Centro,2006,2
1693,Bernardo Ariston,PMDB,Centro,2006,2
1694,Betinho Rosado,PFL,Centro-direita,2006,3
1695,Beto Albuquerque,PSB,Centro-esquerda,2006,1
1696,Bismarck Maia,PSDB,Centro,2006,2
1697,Bonifácio de Andrada,PSDB,Centro,2006,2
1698,Carlito Merss,PT,Esquerda,2006,0
1699,Carlos Abicalil,PT,Esquerda,2006,0
1700,Carlos Alberto Leréia,PSDB,Centro,2006,2
1701,Carlos Dunga,PTB,Direita,2006,4
1702,Carlos Eduardo Cadoca,PMDB,Centro,2006,2
1703,Carlos Mota,PSB,Centro-esquerda,2006,1
1704,Carlos Nader,PL,Centro-direita,2006,3
1705,Carlos Sampaio,PSDB,Centro,2006,2
1706,Carlos Santana,PT,Esquerda,2006,0
1707,Carlos Souza,PP,Direita,2006,4
1708,Celcita Pinheiro,PFL,Centro-direita,2006,3
1709,César Bandeira,PFL,Centro-direita,2006,3
1710,César Medeiros,PT,Esquerda,2006,0
1711,Cezar Silvestri,PPS,Centro,2006,2
1712,Chicão Brígido,PMDB,Centro,2006,2
1713,Chico Alencar,PSOL,Esquerda,2006,0
1714,Chico da Princesa,PL,Centro-direita,2006,3
1715,Claudio Cajado,PFL,Centro-direita,2006,3
1716,Cláudio Magrão,PPS,Centro,2006,2
1717,Claudio Rorato,PMDB,Centro,2006,2
